clip_id,npy_path,label,split,video_uid
39032,audio_clips/39032.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39033,audio_clips/39033.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39034,audio_clips/39034.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39035,audio_clips/39035.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39036,audio_clips/39036.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39037,audio_clips/39037.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39038,audio_clips/39038.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39039,audio_clips/39039.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39040,audio_clips/39040.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39041,audio_clips/39041.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39042,audio_clips/39042.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39043,audio_clips/39043.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39044,audio_clips/39044.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39045,audio_clips/39045.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39046,audio_clips/39046.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39047,audio_clips/39047.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39048,audio_clips/39048.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39049,audio_clips/39049.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39050,audio_clips/39050.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39051,audio_clips/39051.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39052,audio_clips/39052.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39053,audio_clips/39053.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39054,audio_clips/39054.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39055,audio_clips/39055.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39056,audio_clips/39056.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39057,audio_clips/39057.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39058,audio_clips/39058.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39059,audio_clips/39059.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39060,audio_clips/39060.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39061,audio_clips/39061.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39062,audio_clips/39062.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39063,audio_clips/39063.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39064,audio_clips/39064.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39065,audio_clips/39065.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39066,audio_clips/39066.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39067,audio_clips/39067.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39068,audio_clips/39068.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39069,audio_clips/39069.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39070,audio_clips/39070.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39071,audio_clips/39071.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39072,audio_clips/39072.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39073,audio_clips/39073.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39074,audio_clips/39074.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39075,audio_clips/39075.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39076,audio_clips/39076.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39077,audio_clips/39077.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39078,audio_clips/39078.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39079,audio_clips/39079.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39080,audio_clips/39080.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39081,audio_clips/39081.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39082,audio_clips/39082.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39083,audio_clips/39083.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39084,audio_clips/39084.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39085,audio_clips/39085.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39086,audio_clips/39086.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39087,audio_clips/39087.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39088,audio_clips/39088.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39089,audio_clips/39089.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39090,audio_clips/39090.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39091,audio_clips/39091.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39092,audio_clips/39092.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39093,audio_clips/39093.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39094,audio_clips/39094.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39095,audio_clips/39095.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39096,audio_clips/39096.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39097,audio_clips/39097.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39098,audio_clips/39098.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39099,audio_clips/39099.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39100,audio_clips/39100.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39101,audio_clips/39101.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39102,audio_clips/39102.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39103,audio_clips/39103.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39104,audio_clips/39104.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39105,audio_clips/39105.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39106,audio_clips/39106.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39107,audio_clips/39107.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39108,audio_clips/39108.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39109,audio_clips/39109.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39110,audio_clips/39110.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39111,audio_clips/39111.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39112,audio_clips/39112.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39113,audio_clips/39113.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39114,audio_clips/39114.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39115,audio_clips/39115.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39116,audio_clips/39116.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39117,audio_clips/39117.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39118,audio_clips/39118.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39119,audio_clips/39119.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39120,audio_clips/39120.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39121,audio_clips/39121.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39122,audio_clips/39122.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39123,audio_clips/39123.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39124,audio_clips/39124.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39125,audio_clips/39125.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39126,audio_clips/39126.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39127,audio_clips/39127.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39128,audio_clips/39128.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39129,audio_clips/39129.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39130,audio_clips/39130.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39131,audio_clips/39131.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39132,audio_clips/39132.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39133,audio_clips/39133.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39134,audio_clips/39134.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39135,audio_clips/39135.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39136,audio_clips/39136.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39137,audio_clips/39137.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39138,audio_clips/39138.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39139,audio_clips/39139.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39140,audio_clips/39140.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39141,audio_clips/39141.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39142,audio_clips/39142.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39143,audio_clips/39143.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39144,audio_clips/39144.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39145,audio_clips/39145.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39146,audio_clips/39146.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39147,audio_clips/39147.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39148,audio_clips/39148.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39149,audio_clips/39149.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39150,audio_clips/39150.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39151,audio_clips/39151.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39152,audio_clips/39152.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39153,audio_clips/39153.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39154,audio_clips/39154.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39155,audio_clips/39155.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39156,audio_clips/39156.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39157,audio_clips/39157.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39158,audio_clips/39158.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39159,audio_clips/39159.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39160,audio_clips/39160.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39161,audio_clips/39161.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39162,audio_clips/39162.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39163,audio_clips/39163.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39164,audio_clips/39164.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39165,audio_clips/39165.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39166,audio_clips/39166.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39167,audio_clips/39167.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39168,audio_clips/39168.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39169,audio_clips/39169.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39170,audio_clips/39170.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39171,audio_clips/39171.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39172,audio_clips/39172.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39173,audio_clips/39173.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39174,audio_clips/39174.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39175,audio_clips/39175.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39176,audio_clips/39176.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39177,audio_clips/39177.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39178,audio_clips/39178.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39179,audio_clips/39179.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39180,audio_clips/39180.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39181,audio_clips/39181.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39182,audio_clips/39182.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39183,audio_clips/39183.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39184,audio_clips/39184.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39185,audio_clips/39185.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39186,audio_clips/39186.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39187,audio_clips/39187.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39188,audio_clips/39188.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39189,audio_clips/39189.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39190,audio_clips/39190.npy,1,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39191,audio_clips/39191.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39192,audio_clips/39192.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39193,audio_clips/39193.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39194,audio_clips/39194.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39195,audio_clips/39195.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39196,audio_clips/39196.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39197,audio_clips/39197.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39198,audio_clips/39198.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39199,audio_clips/39199.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39200,audio_clips/39200.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39201,audio_clips/39201.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39202,audio_clips/39202.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39203,audio_clips/39203.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39204,audio_clips/39204.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39205,audio_clips/39205.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39206,audio_clips/39206.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39207,audio_clips/39207.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39208,audio_clips/39208.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39209,audio_clips/39209.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39210,audio_clips/39210.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39211,audio_clips/39211.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39212,audio_clips/39212.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39213,audio_clips/39213.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39214,audio_clips/39214.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39215,audio_clips/39215.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39216,audio_clips/39216.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39217,audio_clips/39217.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39218,audio_clips/39218.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39219,audio_clips/39219.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39220,audio_clips/39220.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39221,audio_clips/39221.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39222,audio_clips/39222.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39223,audio_clips/39223.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39224,audio_clips/39224.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39225,audio_clips/39225.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39226,audio_clips/39226.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39227,audio_clips/39227.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39228,audio_clips/39228.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39229,audio_clips/39229.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39230,audio_clips/39230.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39231,audio_clips/39231.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39232,audio_clips/39232.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39233,audio_clips/39233.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39234,audio_clips/39234.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39235,audio_clips/39235.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39236,audio_clips/39236.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39237,audio_clips/39237.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39238,audio_clips/39238.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39239,audio_clips/39239.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39240,audio_clips/39240.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39241,audio_clips/39241.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39242,audio_clips/39242.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39243,audio_clips/39243.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39244,audio_clips/39244.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39245,audio_clips/39245.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39246,audio_clips/39246.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39247,audio_clips/39247.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39248,audio_clips/39248.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39249,audio_clips/39249.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39250,audio_clips/39250.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39251,audio_clips/39251.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39252,audio_clips/39252.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39253,audio_clips/39253.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39254,audio_clips/39254.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39255,audio_clips/39255.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39256,audio_clips/39256.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39257,audio_clips/39257.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39258,audio_clips/39258.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39259,audio_clips/39259.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39260,audio_clips/39260.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39261,audio_clips/39261.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39262,audio_clips/39262.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39263,audio_clips/39263.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39264,audio_clips/39264.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39265,audio_clips/39265.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39266,audio_clips/39266.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39267,audio_clips/39267.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39268,audio_clips/39268.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39269,audio_clips/39269.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39270,audio_clips/39270.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39271,audio_clips/39271.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39272,audio_clips/39272.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39273,audio_clips/39273.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39274,audio_clips/39274.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39275,audio_clips/39275.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39276,audio_clips/39276.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39277,audio_clips/39277.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39278,audio_clips/39278.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
39279,audio_clips/39279.npy,0,train,0bd23c6f-d061-4fb6-95cb-be013d55eace
